0       0       -0.172360       0.379428        -0.000000072    0.155785
0	1 	1.712032  	0.356296  	-0.000000013	7.10893
0 2   -0.063489   0.375311    -0.000000042  0.174673
0 3   -0.222027   0.357295    -0.000000003  0.0145633
0	4 	-0.460336 	0.392611  	-0.000000082	0.060572
0 5   0.   0.    0.  0.
0	6 	-0.049177 	0.367533  	-0.000000030	0.149009
0	7 	-0.128646 	0.329659  	-0.000000024	0.0864884
0	8 	0.000000  	0.000000  	0.000000000 	0
0	9 	0.000000  	0.000000  	0.000000000 	0
0	10	0.000000  	0.000000  	0.000000000 	0
0	11	0.000000  	0.000000  	0.000000000 	0
0	12	0.000000  	0.000000  	0.000000000 	0
0	13	0.000000  	0.000000  	0.000000000 	0
0	14	0.000000  	0.000000  	0.000000000 	0
0	15	0.000000  	0.000000  	0.000000000 	0
1	0 	-0.423117 	0.362492  	-0.000000065	0.0797204
1	1 	-0.008966 	0.398558  	-0.000000053	0.0913962
1 2   0.    0.    0.  0.
1	3 	-0.246744 	0.408669  	-0.000000035	0.14558
1	4 	-0.175152 	0.352197  	0.000000004 	0.0871696
1 5   0.028058    0.352845    -0.000000017  0.0382066
1	6 	-0.156731 	0.395392  	-0.000000015	0.137828
1	7 	-0.140321 	0.363251  	-0.000000044	0.228171
1	8 	0.000000  	0.000000  	0.000000000 	0
1	9 	0.000000  	0.000000  	0.000000000 	0
1	10	0.000000  	0.000000  	0.000000000 	0
1	11	0.000000  	0.000000  	0.000000000 	0
1	12	0.000000  	0.000000  	0.000000000 	0
1	13	0.000000  	0.000000  	0.000000000 	0
1	14	0.000000  	0.000000  	0.000000000 	0
1	15	0.000000  	0.000000  	0.000000000 	0
2       0       0.102378        0.191109        -0.000000004    0.0703968
2       1       0.046940        0.188375        -0.000000005    0.0485999
2       2       0.000000        0.000000        0.000000000     0
2 3   0.   0.    0.  0
2       4       0.073821        0.172739        -0.000000002    0.117561
2	5 	0.000000  	0.000000  	0.000000000 	0
2       6       0.000000        0.000000        0.0000000000    0
2	7 	0.000000  	0.000000  	0.000000000 	0
2       8       0.019380        0.187375        -0.000000001    0.374474
2	9 	0.000000  	0.000000  	0.000000000 	0
2       10      0.079505        0.177941        -0.000000001    0.24074
2       11      0.027726        0.190055        -0.000000002    0.132499
2	12	0.000000  	0.000000  	0.000000000 	0
2	13	0.000000  	0.000000  	0.000000000 	0
2	14	0.000000  	0.000000  	0.000000000 	0
2	15	0.000000  	0.000000  	0.000000000 	0
3 0   0.   0.    0.  0.
3	1 	0.000000  	0.000000  	0.000000000 	0
3	2 	0.000000  	0.000000  	0.000000000 	0
3	3 	0.000000  	0.000000  	0.000000000 	0
3	4 	0.000000  	0.000000  	0.000000000 	0
3	5 	0.000000  	0.000000  	0.000000000 	0
3	6 	0.000000  	0.000000  	0.000000000 	0
3	7 	0.000000  	0.000000  	0.000000000 	0
3 8   0.233667    0.184428    -0.000000000  0.275276
3 9   0.104940    0.183913    0.000000000   0.0246666
3 10  -0.158845   0.181848    -0.000000002  0.72285
3 11  -0.189252   0.190596    -0.000000003  0.253592
3	12	0.000000  	0.000000  	0.000000000 	0
3	13	0.000000  	0.000000  	0.000000000 	0
3	14	0.000000  	0.000000  	0.000000000 	0
3	15	0.000000  	0.000000  	0.000000000 	0
4       0       0.075034        0.184282        -0.000000005    0.0399604
4       1       0.054468        0.236331        -0.000000012    0.135432
4       2       0.048144        0.181702        -0.000000000    0.0605127
4	3 	0.00000  	0.00000  	0.000000000 	0
4	4 	0.000000  	0.000000  	0.000000000 	0
4	5 	0.000000  	0.000000  	0.000000000 	0
4	6 	0.000000  	0.000000  	0.000000000 	0
4	7 	0.000000  	0.000000  	0.000000000 	0
4       8       0.248837        0.177883        -0.000000004    0.283692
4       9       0.121713        0.185057        -0.000000002    0.0310588
4       10      0.096023        0.189736        -0.000000005    0.0196957
4       11      0.120124        0.180140        -0.000000000    0.141772
4	12	0.000000  	0.000000  	0.000000000 	0
4	13	0.000000  	0.000000  	0.000000000 	0
4	14	0.000000  	0.000000  	0.000000000 	0
4	15	0.000000  	0.000000  	0.000000000 	0
5	0	0.000000  	1.000000  	0.000000000 	0
5	1	0.000000  	1.000000  	0.000000000 	0
5	2	0.000000  	1.000000  	0.000000000 	0
5	3	0.000000  	1.000000  	0.000000000 	0
5	4	0.000000  	1.000000  	0.000000000 	0
